ceiling,objective,oos_cagr,oos_maxdd,oos_sortino,folds,feasible
40,sortino,3.9352536,-16.486145,1.1671728687347214,19,19
40,cagr,5.145633,-51.681866,0.5268524714886359,19,19
30,sortino,3.9352536,-16.486145,1.1671728687347214,19,19
30,cagr,5.7707787,-49.38096,0.5882241199263429,19,19
25,sortino,3.9352536,-16.486145,1.1671728687347214,19,19
25,cagr,5.7580113,-43.95754,0.6117840020529521,19,19
20,sortino,3.9352536,-16.486145,1.1671728687347214,19,19
20,cagr,5.7965994,-37.534378,0.6766647599479947,19,19
