metric,value
oos_sharpe,0.6576565694411869
oos_sharpe_ci_lo,0.2756835959796347
oos_sharpe_ci_hi,1.0466317120310846
oos_stag_ann,-0.1454410918420291
oos_stag_ci_lo,-0.326294003409012
oos_stag_ci_hi,0.06957212444628241
