month,winner,all_weather
2022-04-30,1.6815539805161819,2.1831059942348765
2022-05-31,1.6632181482488224,2.1831235412597683
2022-06-30,1.6645804152180943,2.11154747799202
2022-07-31,1.6850627359230335,2.1638852923973144
2022-08-31,1.6903426121613956,2.1340661657209368
2022-09-30,1.7013052912145799,2.04794718192077
2022-10-31,1.6940792209598527,2.0963700640921896
2022-11-30,1.69840193875687,2.165389898401477
2022-12-31,1.683704262073662,2.1294874477676062
2023-01-31,1.711496136715425,2.2093131688429666
2023-02-28,1.713405359169624,2.1661636981188717
2023-03-31,1.7240588488184407,2.195236924566246
2023-04-30,1.727029706432571,2.2005127833819977
2023-05-31,1.7394075673805327,2.1718263384956513
2023-06-30,1.7390655711425909,2.223925273093727
2023-07-31,1.7495960748646038,2.2666627627287435
2023-08-31,1.7596655514160904,2.240571710842884
2023-09-30,1.7540716582087454,2.186309377737952
2023-10-31,1.7623030284233352,2.1572119246751558
2023-11-30,1.787897375032804,2.2454309442933322
2023-12-31,1.7907469382091665,2.318628748630854
2024-01-31,1.8107632913054632,2.316129540405636
2024-02-29,1.8244311383613934,2.347274605288834
2024-03-31,1.864543789581823,2.402380006166738
2024-04-30,1.8783794677618841,2.3613498949359335
2024-05-31,1.8988793917956583,2.404110780495868
2024-06-30,1.9123078180124224,2.4171858777866686
2024-07-31,1.9209647578216082,2.4671974733404967
2024-08-31,1.915762229087902,2.4834812694852326
2024-09-30,1.9375843013976892,2.5159938552298042
2024-10-31,1.9752367171388254,2.5090013080028837
2024-11-30,1.9977757297382763,2.5620649648056726
2024-12-31,2.001184906486974,2.51471069908381
2025-01-31,2.0295393242708846,2.5643926073407877
2025-02-28,2.0349644958207027,2.57045570510028
2025-03-31,2.020098599152798,2.5521516724499724
2025-04-30,1.9853404385208016,2.531453619886681
2025-05-31,1.9927850103148859,2.571680003016114
2025-06-30,1.9968942233209674,2.6284022722394518
2025-07-31,2.0343399953650305,2.647580999832789
2025-08-31,2.044152846438662,2.682726604089418
2025-09-30,2.1023214448704115,2.743081687080486
2025-10-31,2.138403172396922,2.7695967101268875
2025-11-30,2.1669417009478793,2.791983379775695
2025-12-31,2.18831410293234,2.7924290930017617
2026-01-31,2.2338672752755198,2.8675242029022745
2026-02-28,2.2770230562212683,2.919181276176119
2026-03-31,2.2379567693505003,2.892007227844984
2026-04-30,2.246046100733092,2.9880167050643722
2026-05-31,2.2658048291785793,3.0109855624437993
2026-06-30,2.2520568007219812,2.9799359736675286
2026-07-31,2.242268630595893,2.9875616513048024
