w_US Equity,w_Preferred Stock,w_US Treasuries,w_Gold,w_Silver,w_Currency,ann_return,ann_vol,sharpe,sortino,max_drawdown,ulcer,calmar,n_both_down,both_down_avg_monthly,both_down_annualized,both_down_worst_monthly,both_down_hit_rate,both_down_maxdd,crisis_avg_ret,crisis_GFC 2008-09_ret,crisis_GFC 2008-09_maxdd,crisis_COVID 2020-02_ret,crisis_COVID 2020-02_maxdd,crisis_Stocks+Bonds rout 2022_ret,crisis_Stocks+Bonds rout 2022_maxdd,crisis_Q4 2018_ret,crisis_Q4 2018_maxdd,crisis_Taper tantrum 2013_ret,crisis_Taper tantrum 2013_maxdd,crisis_Bond rout 2021_ret,crisis_Bond rout 2021_maxdd,crisis_SVB / bank stress 2023_ret,crisis_SVB / bank stress 2023_maxdd,resilience_score,combo
0.07258953350417484,0.09136189842556094,0.4261067089587765,0.07747788807541744,0.03715733359853222,0.295306637437538,0.04444236865800152,0.04248887826345685,1.0459765113692068,0.8579519950549171,-0.2082064616366449,0.043787398634504614,0.21345335926970835,53,-0.0005114056638114378,-0.006136867965737254,-0.06960990296443402,0.6415094339622641,-0.14433138567844117,-0.009830001196348057,-0.11255305043712271,-0.12988303835457315,-0.04632774022149677,-0.05329619358412652,0.045073064619001846,-0.010904099707659043,-0.003563677689771172,-0.005039384269091007,0.0044622298433816265,-0.007683631999127694,0.027790960037807233,0.0,0.01630820547376355,0.0,82.21145107543168,"US Equity,Preferred Stock,US Treasuries,Gold,Silver,Currency"
