fold,train,test,combo,scheme,train_score,test_sharpe,test_stag_sharpe,test_both_down_ann,test_maxdd,weights
1,1985-02-28..1994-12-31,1995-02-28..1998-12-31,"US Equity,International Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds",MinVar,66.75862068965517,1.3167954161038251,,-0.4000352027767845,-0.08766024843950038,"{'US Equity': 0.12824300554004878, 'US Treasuries': 0.2, 'US Corporate Bonds': 0.2, 'US Municipal Bonds': 0.2, 'International Equity': 0.14820006994819343, 'World Equity': 0.12355692451175787}"
2,1985-02-28..1998-12-31,1999-02-28..2002-12-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds",ERC,75.6896551724138,0.6042684568032786,,-0.28247208138738933,-0.08796066478137299,"{'US Equity': 0.2, 'US Treasuries': 0.20000000000068557, 'US Corporate Bonds': 0.20000000000068557, 'US Municipal Bonds': 0.20000000000068557, 'World Equity': 0.19999999999794327}"
3,1985-02-28..2002-12-31,2003-02-28..2006-12-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds",ERC,69.65517241379311,2.3299948847944782,,-0.23359747021159288,-0.03011557589144953,"{'US Equity': 0.20000000000000007, 'US Treasuries': 0.20000000000099166, 'US Corporate Bonds': 0.20000000000099166, 'US Municipal Bonds': 0.20000000000099166, 'World Equity': 0.1999999999970249}"
4,1985-02-28..2006-12-31,2007-02-28..2010-12-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds",InvVar,63.89655172413794,0.45714021156062185,,-0.400959464499579,-0.2514411147451223,"{'US Equity': 0.20000000000000007, 'US Treasuries': 0.20000000000076557, 'US Corporate Bonds': 0.20000000000076557, 'US Municipal Bonds': 0.20000000000076557, 'World Equity': 0.1999999999977032}"
5,1985-02-28..2010-12-31,2011-02-28..2014-12-31,"US Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds,Gold/Precious Metals",MinVar,66.41379310344827,0.2410789894733449,,-0.22641385876809367,-0.10186183080820177,"{'US Equity': 0.2000000000000001, 'US Treasuries': 0.20000000000084892, 'US Corporate Bonds': 0.20000000000084892, 'US Municipal Bonds': 0.20000000000084892, 'Gold/Precious Metals': 0.19999999999745324}"
6,1985-02-28..2014-12-31,2015-02-28..2018-12-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds,Gold/Precious Metals",MinVar,68.51724137931035,0.534326585136526,,-0.20899835528832678,-0.06976233949080746,"{'US Equity': 0.1768560390318747, 'US Treasuries': 0.2, 'US Corporate Bonds': 0.2, 'US Municipal Bonds': 0.2, 'Gold/Precious Metals': 0.1115719804840627, 'World Equity': 0.1115719804840627}"
7,1985-02-28..2018-12-31,2019-02-28..2022-12-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds,Gold/Precious Metals",MinVar,67.75862068965517,0.5329957938485158,-0.8343121754976043,-0.35173769014758194,-0.16055671720912779,"{'US Equity': 0.18960954851896908, 'US Treasuries': 0.20000000000000004, 'US Corporate Bonds': 0.20000000000000004, 'US Municipal Bonds': 0.20000000000000004, 'Gold/Precious Metals': 0.10519522574051549, 'World Equity': 0.10519522574051549}"
8,1985-02-28..2022-12-31,2023-02-28..2026-07-31,"US Equity,World Equity,US Treasuries,US Corporate Bonds,US Municipal Bonds,Gold/Precious Metals",MinVar,66.17241379310343,1.3276798064447128,,-0.23965260068412664,-0.0655236868966701,"{'US Equity': 0.12626789307534042, 'US Treasuries': 0.2, 'US Corporate Bonds': 0.2, 'US Municipal Bonds': 0.2, 'Gold/Precious Metals': 0.12626789307534042, 'World Equity': 0.14746421384931913}"
