sleeve,corr_full,d10_corr,d10_mean,d10_up,q20_corr,q20_mean,q20_up
gold,0.0419344750184752,0.3315532519022863,0.9919512195121953,56.09756097560976,0.20130723761781177,1.0427160493827163,54.32098765432099
duration,-0.08193317152987789,-0.004441386167363777,1.642836565555204,60.97560975609756,-0.1583587802569768,0.648696175378076,50.617283950617285
smallval,0.820487551366122,0.7494364359452743,-8.399756097560976,2.4390243902439024,0.7488047957760992,-5.822222222222222,6.172839506172839
microcap,0.7931723458493422,0.7910794248959084,-8.248292682926829,4.878048780487805,0.7469361495840475,-5.948395061728395,9.876543209876543
intl,0.8129249197709784,0.7406909507258639,-7.547517031012337,2.4390243902439024,0.7888278341564198,-4.9671135918498,8.641975308641975
