ceiling,cagr,maxdd,underwater_yrs,worst10,turnover_ann,allocation,US Total Market,US Large Cap,US Small Cap,Intl Developed,World ex-US,Long Treasuries,US Aggregate Bonds,US REIT,PM Equity,Gold
0.4,10.361799114631577,-39.999916211418075,4.166666666666667,0.6618995921960469,0.19914193371365063,"US Total Market 78%, Gold 21%, US Large Cap 1%",0.7763667870781384,0.01362414636873679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21000906655312476
0.35,10.24893766388264,-34.936501933899734,3.5,2.1661161623158787,0.2581594318916711,"US Total Market 61%, Gold 29%, US Large Cap 9%, PM Equity 1%",0.6077939810025272,0.08909469865533853,0.0,0.0,0.0,0.0,0.0,0.0,0.010717064165287985,0.2923942561768463
0.3,10.145579813136152,-29.96347610468758,3.25,3.396899032888223,0.28258167172646564,"US Total Market 61%, Gold 38%",0.6137063007325054,0.004123546095872921,0.002374908650352538,0.0,0.00019162049186850297,0.0,0.0,0.0002506859548809974,0.0,0.3793529380745196
0.25,9.734647455587453,-24.981965078358247,2.9166666666666665,5.394668452400575,0.3119824813030033,"Gold 49%, US Large Cap 39%, US Small Cap 11%, US Total Market 1%",0.010055328126286926,0.3930904071703379,0.10507740223264424,0.0,0.0,0.0,0.0,0.0,0.0,0.4917768624707308
0.2,9.006063223197081,-19.989424996902184,2.1666666666666665,4.58401080048676,0.3430608793758992,"Gold 39%, US Small Cap 19%, Long Treasuries 18%, US Total Market 15%, US Large Cap 5%, US REIT 5%",0.14514000232861504,0.05190151552415698,0.1921669505199655,0.0,0.0,0.17730174980083477,0.0,0.04609171586284188,0.0,0.3873980659635859
