lookback,dotcom_cum,2022_cum,CAGR,sharpe
6,0.04481703520313496,-0.06609206306903637,0.058090311603069544,0.9156410557594384
9,0.014535941525562368,-0.0694780138276001,0.05182379104792467,0.7836642999323844
12,0.07246637094217778,-0.07068993525478029,0.06333246346637766,0.9670534057275657
